,sel_name,signal,hu_who_anot,anot,ovni,nue
142,sel37,183922,q1c,N,2,
145,sel37,184262,q1c,N,2,
148,sel37,184603,q1c,N,2,
4,sel38,150278,q1c,N,1,
13,sel38,150422,q1c,N,1,
22,sel38,150568,q1c,N,1,
31,sel38,150714,q1c,N,1,
40,sel38,150863,q1c,N,1,
49,sel38,151006,q1c,N,1,
58,sel38,151150,q1c,N,1,
67,sel38,151293,q1c,N,1,
76,sel38,151436,q1c,N,1,
85,sel38,151580,q1c,N,1,
94,sel38,151724,q1c,N,1,
103,sel38,151869,q1c,N,1,
112,sel38,152015,q1c,N,1,
121,sel38,152162,q1c,N,1,
130,sel38,152305,q1c,N,1,
139,sel38,152450,q1c,N,1,
148,sel38,152595,q1c,N,1,
157,sel38,152742,q1c,N,1,
166,sel38,152889,q1c,N,1,
175,sel38,153036,q1c,N,1,
184,sel38,153181,q1c,N,1,
193,sel38,153327,q1c,N,1,
202,sel38,153473,q1c,N,1,
211,sel38,153614,q1c,N,1,
220,sel38,153761,q1c,N,1,
229,sel38,153905,q1c,N,1,
238,sel38,154048,q1c,N,1,
247,sel38,154192,q1c,N,1,
256,sel38,154340,q1c,N,1,
265,sel38,154486,q1c,N,1,
4,sel39,150250,q1c,N,1,
13,sel39,150463,q1c,N,1,
22,sel39,150643,q1c,N,1,
31,sel39,150854,q1c,N,1,
40,sel39,151027,q1c,N,1,
49,sel39,151798,q1c,N,1,
58,sel39,152006,q1c,N,1,
67,sel39,152180,q1c,N,1,
76,sel39,152392,q1c,N,1,
85,sel39,152568,q1c,N,1,
94,sel39,152775,q1c,N,1,
103,sel39,152953,q1c,N,1,
112,sel39,153165,q1c,N,1,
121,sel39,153343,q1c,N,1,
130,sel39,153554,q1c,N,1,
139,sel39,153730,q1c,N,1,
148,sel39,153938,q1c,N,1,
157,sel39,154117,q1c,N,1,
166,sel39,154321,q1c,N,1,
175,sel39,154497,q1c,N,1,
184,sel39,154702,q1c,N,1,
193,sel39,154881,q1c,N,1,
202,sel39,155088,q1c,N,1,
211,sel39,155259,q1c,N,1,
220,sel39,155469,q1c,N,1,
229,sel39,155642,q1c,N,1,
238,sel39,155848,q1c,N,1,
247,sel39,156025,q1c,N,1,
256,sel39,156232,q1c,N,1,
265,sel39,156412,q1c,N,1,
4,sel40,150321,q1c,N,1,
13,sel40,150535,q1c,N,1,
22,sel40,150750,q1c,N,1,
31,sel40,150965,q1c,N,1,
40,sel40,151186,q1c,N,1,
49,sel40,151388,q1c,N,1,
58,sel40,151600,q1c,N,1,
67,sel40,151826,q1c,N,1,
76,sel40,152039,q1c,N,1,
85,sel40,152247,q1c,N,1,
94,sel40,152464,q1c,N,1,
103,sel40,152678,q1c,N,1,
112,sel40,152892,q1c,N,1,
121,sel40,153106,q1c,N,1,
130,sel40,153326,q1c,N,1,
139,sel40,153543,q1c,N,1,
148,sel40,153745,q1c,N,1,
157,sel40,153959,q1c,N,1,
166,sel40,154185,q1c,N,1,
175,sel40,154395,q1c,N,1,
184,sel40,154602,q1c,N,1,
193,sel40,154815,q1c,N,1,
202,sel40,155028,q1c,N,1,
211,sel40,155243,q1c,N,1,
220,sel40,155457,q1c,N,1,
229,sel40,155675,q1c,N,1,
238,sel40,155890,q1c,N,1,
247,sel40,156090,q1c,N,1,
256,sel40,156306,q1c,N,1,
265,sel40,156532,q1c,N,1,
4,sel41,150281,q1c,N,1,
13,sel41,150447,q1c,N,1,
22,sel41,150615,q1c,N,1,
31,sel41,150781,q1c,N,1,
40,sel41,150948,q1c,N,1,
49,sel41,151113,q1c,N,1,
58,sel41,151282,q1c,N,1,
67,sel41,151447,q1c,N,1,
76,sel41,151613,q1c,N,1,
85,sel41,151779,q1c,N,1,
94,sel41,151946,q1c,N,1,
103,sel41,152114,q1c,N,1,
112,sel41,152281,q1c,N,1,
121,sel41,152447,q1c,N,1,
130,sel41,152613,q1c,N,1,
139,sel41,152780,q1c,N,1,
148,sel41,152946,q1c,N,1,
157,sel41,153113,q1c,N,1,
166,sel41,153280,q1c,N,1,
175,sel41,153447,q1c,N,1,
184,sel41,153614,q1c,N,1,
193,sel41,153779,q1c,N,1,
202,sel41,153944,q1c,N,1,
211,sel41,154110,q1c,N,1,
220,sel41,154277,q1c,N,1,
229,sel41,154442,q1c,N,1,
238,sel41,154608,q1c,N,1,
247,sel41,154774,q1c,N,1,
256,sel41,154939,q1c,N,1,
265,sel41,155103,q1c,N,1,
4,sel42,150185,q1c,N,1,
13,sel42,150359,q1c,N,1,
22,sel42,150534,q1c,N,1,
31,sel42,150703,q1c,N,1,
40,sel42,150874,q1c,N,1,
49,sel42,151046,q1c,N,1,
58,sel42,151217,q1c,N,1,
67,sel42,151393,q1c,N,1,
76,sel42,151569,q1c,N,1,
85,sel42,151750,q1c,N,1,
94,sel42,151928,q1c,N,1,
103,sel42,152114,q1c,N,1,
112,sel42,152304,q1c,N,1,
121,sel42,152495,q1c,N,1,
130,sel42,152686,q1c,N,1,
139,sel42,152880,q1c,N,1,
148,sel42,153075,q1c,N,1,
157,sel42,153267,q1c,N,1,
166,sel42,153458,q1c,N,1,
175,sel42,153649,q1c,N,1,
184,sel42,153835,q1c,N,1,
193,sel42,154016,q1c,N,1,
202,sel42,154195,q1c,N,1,
211,sel42,154376,q1c,N,1,
220,sel42,154556,q1c,N,1,
229,sel42,154736,q1c,N,1,
238,sel42,154917,q1c,N,1,
247,sel42,155098,q1c,N,1,
256,sel42,155281,q1c,N,1,
265,sel42,155465,q1c,N,1,
4,sel43,150299,q1c,N,1,
13,sel43,150459,q1c,N,1,
22,sel43,150618,q1c,N,1,
31,sel43,150776,q1c,N,1,
40,sel43,150934,q1c,N,1,
49,sel43,151089,q1c,N,1,
58,sel43,151247,q1c,N,1,
67,sel43,151405,q1c,N,1,
76,sel43,151562,q1c,N,1,
85,sel43,151719,q1c,N,1,
94,sel43,151875,q1c,N,1,
103,sel43,152032,q1c,N,1,
112,sel43,152189,q1c,N,1,
121,sel43,152348,q1c,N,1,
130,sel43,152508,q1c,N,1,
139,sel43,152666,q1c,N,1,
148,sel43,152823,q1c,N,1,
157,sel43,152980,q1c,N,1,
166,sel43,153137,q1c,N,1,
175,sel43,153294,q1c,N,1,
184,sel43,153452,q1c,N,1,
193,sel43,153609,q1c,N,1,
202,sel43,153766,q1c,N,1,
211,sel43,153922,q1c,N,1,
220,sel43,154078,q1c,N,1,
229,sel43,154234,q1c,N,1,
238,sel43,154390,q1c,N,1,
247,sel43,154546,q1c,N,1,
256,sel43,154703,q1c,N,1,
265,sel43,154864,q1c,N,1,
4,sel44,150228,q1c,N,1,
13,sel44,150396,q1c,N,1,
27,sel44,151252,q1c,N,1,
36,sel44,151421,q1c,N,1,
50,sel44,151765,q1c,N,1,
59,sel44,151936,q1c,N,1,
68,sel44,152104,q1c,N,1,
82,sel44,152444,q1c,N,1,
91,sel44,152619,q1c,N,1,
100,sel44,152788,q1c,N,1,
114,sel44,153121,q1c,N,1,
123,sel44,153293,q1c,N,1,
132,sel44,153463,q1c,N,1,
146,sel44,154307,q1c,N,1,
155,sel44,154473,q1c,N,1,
169,sel44,154807,q1c,N,1,
178,sel44,154979,q1c,N,1,
187,sel44,155146,q1c,N,1,
201,sel44,155476,q1c,N,1,
210,sel44,155648,q1c,N,1,
219,sel44,155815,q1c,N,1,
233,sel44,156143,q1c,N,1,
4,sel45,150295,q1c,N,1,
15,sel45,150525,q1c,N,1,
26,sel45,150755,q1c,N,1,
37,sel45,150982,q1c,N,1,
48,sel45,151206,q1c,N,1,
59,sel45,151441,q1c,N,1,
70,sel45,151667,q1c,N,1,
81,sel45,151891,q1c,N,1,
92,sel45,152120,q1c,N,1,
103,sel45,152347,q1c,N,1,
114,sel45,152574,q1c,N,1,
125,sel45,152799,q1c,N,1,
136,sel45,153030,q1c,N,1,
147,sel45,153255,q1c,N,1,
158,sel45,153479,q1c,N,1,
169,sel45,153711,q1c,N,1,
180,sel45,153941,q1c,N,1,
191,sel45,154167,q1c,N,1,
202,sel45,154394,q1c,N,1,
213,sel45,154621,q1c,N,1,
224,sel45,154847,q1c,N,1,
235,sel45,155074,q1c,N,1,
246,sel45,155309,q1c,N,1,
257,sel45,155536,q1c,N,1,
268,sel45,155764,q1c,N,1,
279,sel45,155999,q1c,N,1,
290,sel45,156230,q1c,N,1,
301,sel45,156458,q1c,N,1,
312,sel45,156691,q1c,N,1,
323,sel45,156915,q1c,N,1,
4,sel46,150512,q1c,N,1,
13,sel46,150805,q1c,N,1,
22,sel46,151092,q1c,N,1,
31,sel46,151388,q1c,N,1,
40,sel46,151683,q1c,N,1,
49,sel46,152686,q1c,N,1,
58,sel46,152958,q1c,N,1,
67,sel46,153236,q1c,N,1,
76,sel46,153510,q1c,N,1,
85,sel46,153807,q1c,N,1,
94,sel46,154100,q1c,N,1,
103,sel46,154374,q1c,N,1,
112,sel46,154674,q1c,N,1,
121,sel46,157670,q1c,N,1,
130,sel46,157966,q1c,N,1,
139,sel46,158996,q1c,N,1,
148,sel46,159286,q1c,N,1,
157,sel46,159567,q1c,N,1,
166,sel46,159869,q1c,N,1,
172,sel46,162573,q1c,N,0,
181,sel46,163591,q1c,N,1,
190,sel46,163886,q1c,N,1,
199,sel46,164177,q1c,N,1,
208,sel46,164469,q1c,N,1,
217,sel46,164739,q1c,N,1,
226,sel46,165035,q1c,N,1,
235,sel46,165334,q1c,N,1,
244,sel46,165604,q1c,N,1,
253,sel46,165890,q1c,N,1,
262,sel46,166210,q1c,N,1,
4,sel47,150435,q1c,N,1,
16,sel47,150692,q1c,N,1,
28,sel47,150954,q1c,N,1,
40,sel47,151215,q1c,N,1,
52,sel47,151476,q1c,N,1,
64,sel47,151732,q1c,N,1,
76,sel47,151995,q1c,N,1,
88,sel47,152256,q1c,N,1,
100,sel47,152515,q1c,N,1,
112,sel47,152768,q1c,N,1,
124,sel47,153031,q1c,N,1,
136,sel47,153294,q1c,N,1,
148,sel47,153557,q1c,N,1,
160,sel47,153814,q1c,N,1,
172,sel47,154076,q1c,N,1,
184,sel47,154340,q1c,N,1,
196,sel47,154605,q1c,N,1,
208,sel47,154861,q1c,N,1,
220,sel47,155121,q1c,N,1,
232,sel47,155382,q1c,N,1,
244,sel47,155634,q1c,N,1,
256,sel47,155893,q1c,N,1,
268,sel47,156153,q1c,N,1,
280,sel47,156418,q1c,N,1,
292,sel47,156670,q1c,N,1,
304,sel47,156932,q1c,N,1,
316,sel47,157191,q1c,N,1,
328,sel47,157448,q1c,N,1,
340,sel47,157703,q1c,N,1,
352,sel47,157961,q1c,N,1,
4,sel48,150172,q1c,N,1,
13,sel48,150328,q1c,N,1,
22,sel48,150484,q1c,N,1,
31,sel48,150641,q1c,N,1,
40,sel48,150799,q1c,N,1,
49,sel48,150954,q1c,N,1,
58,sel48,151111,q1c,N,1,
67,sel48,151267,q1c,N,1,
76,sel48,151422,q1c,N,1,
85,sel48,151577,q1c,N,1,
94,sel48,151733,q1c,N,1,
103,sel48,151889,q1c,N,1,
112,sel48,152046,q1c,N,1,
121,sel48,152201,q1c,N,1,
130,sel48,152359,q1c,N,1,
139,sel48,152513,q1c,N,1,
148,sel48,152667,q1c,N,1,
157,sel48,152822,q1c,N,1,
166,sel48,152976,q1c,N,1,
175,sel48,153134,q1c,N,1,
184,sel48,153290,q1c,N,1,
193,sel48,153447,q1c,N,1,
202,sel48,153605,q1c,N,1,
211,sel48,153762,q1c,N,1,
220,sel48,153920,q1c,N,1,
229,sel48,154079,q1c,N,1,
238,sel48,154239,q1c,N,1,
247,sel48,154399,q1c,N,1,
256,sel48,154559,q1c,N,1,
265,sel48,154720,q1c,N,1,
4,sel49,150297,q1c,N,1,
13,sel49,150570,q1c,N,1,
22,sel49,150841,q1c,N,1,
31,sel49,151111,q1c,N,1,
40,sel49,151384,q1c,N,1,
49,sel49,151657,q1c,N,1,
58,sel49,151930,q1c,N,1,
67,sel49,152203,q1c,N,1,
76,sel49,152475,q1c,N,1,
85,sel49,152747,q1c,N,1,
94,sel49,153016,q1c,N,1,
103,sel49,153286,q1c,N,1,
112,sel49,153557,q1c,N,1,
121,sel49,153830,q1c,N,1,
130,sel49,154100,q1c,N,1,
139,sel49,154371,q1c,N,1,
148,sel49,154642,q1c,N,1,
157,sel49,154914,q1c,N,1,
166,sel49,155186,q1c,N,1,
175,sel49,155457,q1c,N,1,
184,sel49,155727,q1c,N,1,
193,sel49,155998,q1c,N,1,
202,sel49,156268,q1c,N,1,
211,sel49,156538,q1c,N,1,
220,sel49,156807,q1c,N,1,
229,sel49,157075,q1c,N,1,
238,sel49,158144,q1c,N,1,
247,sel49,158410,q1c,N,1,
256,sel49,158673,q1c,N,1,
265,sel49,158936,q1c,N,1,
1,sel50,150613,q1c,N,1,
9,sel50,150955,q1c,N,1,
17,sel50,151299,q1c,N,1,
25,sel50,151536,q1c,N,1,
33,sel50,151862,q1c,N,1,
41,sel50,152179,q1c,N,1,
49,sel50,152525,q1c,N,1,
57,sel50,152782,q1c,N,1,
65,sel50,153145,q1c,N,1,
73,sel50,153616,q1c,N,1,
81,sel50,154037,q1c,N,1,
89,sel50,154522,q1c,N,1,
97,sel50,154992,q1c,N,1,
105,sel50,155485,q1c,N,1,
113,sel50,155874,q1c,N,1,
121,sel50,156099,q1c,N,1,
129,sel50,156393,q1c,N,1,
137,sel50,156625,q1c,N,1,
145,sel50,157045,q1c,N,1,
153,sel50,157440,q1c,N,1,
161,sel50,157801,q1c,N,1,
169,sel50,158262,q1c,N,1,
177,sel50,158572,q1c,N,1,
185,sel50,159060,q1c,N,1,
193,sel50,159509,q1c,N,1,
201,sel50,159891,q1c,N,1,
209,sel50,160184,q1c,N,1,
217,sel50,160506,q1c,N,1,
225,sel50,160820,q1c,N,1,
233,sel50,161016,q1c,N,1,
247,sel50,221637,q1c,N,3,
4,sel51,150510,q1c,N,1,
13,sel51,150814,q1c,N,1,
22,sel51,151119,q1c,N,1,
31,sel51,151420,q1c,N,1,
40,sel51,151719,q1c,N,1,
49,sel51,152023,q1c,N,1,
58,sel51,152328,q1c,N,1,
67,sel51,152626,q1c,N,1,
76,sel51,152923,q1c,N,1,
85,sel51,153207,q1c,N,1,
94,sel51,153499,q1c,N,1,
103,sel51,153809,q1c,N,1,
112,sel51,154114,q1c,N,1,
121,sel51,154421,q1c,N,1,
130,sel51,154729,q1c,N,1,
139,sel51,155028,q1c,N,1,
148,sel51,155332,q1c,N,1,
157,sel51,155639,q1c,N,1,
166,sel51,155943,q1c,N,1,
175,sel51,156240,q1c,N,1,
184,sel51,156523,q1c,N,1,
193,sel51,156824,q1c,N,1,
202,sel51,157130,q1c,N,1,
211,sel51,157432,q1c,N,1,
220,sel51,157738,q1c,N,1,
229,sel51,158045,q1c,N,1,
238,sel51,158347,q1c,N,1,
247,sel51,158650,q1c,N,1,
256,sel51,158953,q1c,N,1,
265,sel51,159261,q1c,N,1,
4,sel52,150314,q1c,N,1,
13,sel52,150472,q1c,N,1,
22,sel52,150632,q1c,N,1,
31,sel52,150791,q1c,N,1,
40,sel52,150949,q1c,N,1,
49,sel52,151107,q1c,N,1,
58,sel52,151267,q1c,N,1,
67,sel52,151424,q1c,N,1,
76,sel52,151581,q1c,N,1,
85,sel52,151739,q1c,N,1,
94,sel52,151899,q1c,N,1,
103,sel52,152058,q1c,N,1,
112,sel52,152215,q1c,N,1,
121,sel52,152370,q1c,N,1,
130,sel52,152529,q1c,N,1,
139,sel52,152684,q1c,N,1,
148,sel52,152843,q1c,N,1,
157,sel52,153000,q1c,N,1,
166,sel52,153154,q1c,N,1,
175,sel52,153311,q1c,N,1,
184,sel52,153468,q1c,N,1,
193,sel52,153627,q1c,N,1,
202,sel52,153786,q1c,N,1,
211,sel52,153941,q1c,N,1,
220,sel52,154100,q1c,N,1,
229,sel52,154259,q1c,N,1,
238,sel52,154416,q1c,N,1,
247,sel52,154573,q1c,N,1,
256,sel52,154729,q1c,N,1,
265,sel52,154884,q1c,N,1,
4,sel803,150218,q1c,N,1,
12,sel803,150434,q1c,N,1,
20,sel803,150654,q1c,N,1,
28,sel803,150878,q1c,N,1,
36,sel803,151101,q1c,N,1,
44,sel803,151320,q1c,N,1,
52,sel803,151537,q1c,N,1,
60,sel803,151760,q1c,N,1,
68,sel803,151985,q1c,N,1,
76,sel803,152208,q1c,N,1,
84,sel803,152430,q1c,N,1,
92,sel803,152655,q1c,N,1,
100,sel803,152885,q1c,N,1,
108,sel803,153116,q1c,N,1,
116,sel803,153342,q1c,N,1,
124,sel803,153567,q1c,N,1,
132,sel803,153798,q1c,N,1,
140,sel803,154026,q1c,N,1,
148,sel803,154925,q1c,N,1,
156,sel803,155147,q1c,N,1,
164,sel803,155368,q1c,N,1,
172,sel803,155584,q1c,N,1,
180,sel803,155802,q1c,N,1,
188,sel803,156025,q1c,N,1,
196,sel803,156249,q1c,N,1,
204,sel803,156476,q1c,N,1,
212,sel803,156697,q1c,N,1,
220,sel803,157581,q1c,N,1,
228,sel803,157798,q1c,N,1,
236,sel803,158014,q1c,N,1,
4,sel808,150283,q1c,N,1,
14,sel808,150533,q1c,N,1,
24,sel808,150785,q1c,N,1,
34,sel808,151033,q1c,N,1,
44,sel808,151279,q1c,N,1,
54,sel808,151525,q1c,N,1,
64,sel808,151771,q1c,N,1,
74,sel808,152011,q1c,N,1,
84,sel808,152256,q1c,N,1,
94,sel808,152501,q1c,N,1,
104,sel808,152748,q1c,N,1,
114,sel808,153000,q1c,N,1,
124,sel808,153252,q1c,N,1,
134,sel808,153507,q1c,N,1,
144,sel808,153767,q1c,N,1,
154,sel808,154033,q1c,N,1,
164,sel808,154298,q1c,N,1,
174,sel808,154566,q1c,N,1,
184,sel808,154830,q1c,N,1,
194,sel808,155093,q1c,N,1,
204,sel808,155353,q1c,N,1,
214,sel808,155617,q1c,N,1,
224,sel808,155875,q1c,N,1,
234,sel808,156136,q1c,N,1,
244,sel808,156401,q1c,N,1,
254,sel808,156668,q1c,N,1,
264,sel808,156934,q1c,N,1,
274,sel808,157197,q1c,N,1,
284,sel808,157468,q1c,N,1,
294,sel808,157738,q1c,N,1,
4,sel811,150334,q1c,N,1,
12,sel811,150645,q1c,N,1,
20,sel811,150961,q1c,N,1,
28,sel811,151273,q1c,N,1,
36,sel811,151589,q1c,N,1,
44,sel811,151916,q1c,N,1,
52,sel811,152237,q1c,N,1,
60,sel811,152545,q1c,N,1,
68,sel811,152857,q1c,N,1,
76,sel811,153176,q1c,N,1,
84,sel811,153480,q1c,N,1,
92,sel811,153794,q1c,N,1,
100,sel811,154115,q1c,N,1,
108,sel811,154424,q1c,N,1,
116,sel811,154760,q1c,N,1,
124,sel811,155091,q1c,N,1,
132,sel811,155407,q1c,N,1,
140,sel811,155721,q1c,N,1,
148,sel811,156037,q1c,N,1,
156,sel811,156335,q1c,N,1,
164,sel811,156656,q1c,N,1,
172,sel811,156978,q1c,N,1,
180,sel811,157288,q1c,N,1,
188,sel811,157613,q1c,N,1,
196,sel811,157943,q1c,N,0,
204,sel811,158258,q1c,N,1,
212,sel811,158583,q1c,N,1,
220,sel811,158905,q1c,N,1,
228,sel811,159225,q1c,N,1,
236,sel811,159546,q1c,N,1,
4,sel820,150270,q1c,N,1,
12,sel820,150461,q1c,N,1,
20,sel820,150651,q1c,N,1,
28,sel820,150845,q1c,N,1,
36,sel820,151045,q1c,N,1,
44,sel820,151242,q1c,N,1,
52,sel820,152000,q1c,N,1,
60,sel820,152193,q1c,N,1,
68,sel820,152386,q1c,N,1,
76,sel820,152578,q1c,N,1,
84,sel820,152778,q1c,N,1,
92,sel820,152975,q1c,N,1,
100,sel820,153170,q1c,N,1,
108,sel820,153365,q1c,N,1,
116,sel820,154128,q1c,N,1,
124,sel820,154323,q1c,N,1,
132,sel820,154522,q1c,N,1,
140,sel820,154720,q1c,N,1,
148,sel820,155480,q1c,N,1,
156,sel820,155673,q1c,N,1,
164,sel820,155865,q1c,N,1,
172,sel820,156056,q1c,N,1,
180,sel820,156248,q1c,N,1,
188,sel820,156442,q1c,N,1,
196,sel820,157180,q1c,N,1,
204,sel820,157372,q1c,N,1,
212,sel820,157562,q1c,N,1,
220,sel820,157752,q1c,N,1,
228,sel820,157945,q1c,N,1,
236,sel820,158144,q1c,N,1,
4,sel821,150207,q1c,N,1,
13,sel821,150350,q1c,N,1,
22,sel821,150496,q1c,N,1,
28,sel821,150606,q1c,N,1,
37,sel821,150779,q1c,N,1,
46,sel821,150926,q1c,N,1,
55,sel821,151053,q1c,N,1,
64,sel821,151215,q1c,N,1,
73,sel821,151361,q1c,N,1,
82,sel821,151505,q1c,N,1,
91,sel821,151625,q1c,N,1,
100,sel821,151792,q1c,N,1,
109,sel821,151935,q1c,N,1,
118,sel821,152081,q1c,N,1,
127,sel821,152205,q1c,N,1,
136,sel821,152367,q1c,N,1,
142,sel821,152473,q1c,N,1,
151,sel821,152648,q1c,N,1,
160,sel821,152800,q1c,N,1,
169,sel821,152912,q1c,N,1,
178,sel821,153085,q1c,N,1,
187,sel821,153228,q1c,N,1,
196,sel821,153373,q1c,N,1,
205,sel821,153516,q1c,N,1,
214,sel821,153659,q1c,N,1,
223,sel821,153778,q1c,N,1,
232,sel821,153944,q1c,N,1,
241,sel821,154090,q1c,N,1,
247,sel821,154204,q1c,N,1,
253,sel821,154334,q1c,N,1,
4,sel840,150289,q1c,N,1,
13,sel840,150490,q1c,N,1,
19,sel840,150700,q1c,N,1,
28,sel840,150894,q1c,N,1,
37,sel840,151079,q1c,N,1,
46,sel840,151268,q1c,N,1,
55,sel840,151492,q1c,N,1,
64,sel840,151700,q1c,N,2,
73,sel840,151895,q1c,N,1,
82,sel840,152086,q1c,N,1,
91,sel840,152280,q1c,N,1,
100,sel840,152474,q1c,N,1,
109,sel840,152664,q1c,N,1,
118,sel840,152854,q1c,N,1,
127,sel840,153043,q1c,N,1,
136,sel840,153236,q1c,N,1,
145,sel840,153427,q1c,N,2,
154,sel840,153616,q1c,N,1,
160,sel840,153805,q1c,N,1,
169,sel840,153995,q1c,N,1,
175,sel840,154187,q1c,N,1,
184,sel840,154378,q1c,N,1,
190,sel840,154573,q1c,N,1,
196,sel840,154770,q1c,N,1,
202,sel840,154967,q1c,N,1,
211,sel840,155162,q1c,N,1,
220,sel840,155367,q1c,N,1,
229,sel840,155568,q1c,N,1,
238,sel840,155756,q1c,N,1,
247,sel840,155965,q1c,N,1,
253,sel840,156162,q1c,N,1,
259,sel840,156363,q1c,N,1,
265,sel840,158319,q1c,N,2,
274,sel840,158513,q1c,N,2,
283,sel840,158707,q1c,N,2,
292,sel840,159097,q1c,N,2,
298,sel840,163701,q1c,N,2,
304,sel840,164086,q1c,N,2,
310,sel840,164843,q1c,N,2,
316,sel840,165035,q1c,N,2,
322,sel840,165222,q1c,N,2,
328,sel840,165413,q1c,N,2,
337,sel840,165980,q1c,N,2,
346,sel840,166730,q1c,N,2,
352,sel840,167492,q1c,N,2,
361,sel840,168070,q1c,N,2,
370,sel840,168459,q1c,N,2,
379,sel840,168838,q1c,N,2,
385,sel840,169230,q1c,N,2,
391,sel840,169614,q1c,N,2,
400,sel840,175767,q1c,N,3,
406,sel840,176177,q1c,N,3,
415,sel840,176594,q1c,N,3,
424,sel840,177011,q1c,N,3,
433,sel840,177647,q1c,N,3,
442,sel840,178065,q1c,N,3,
451,sel840,178264,q1c,N,3,
457,sel840,178486,q1c,N,3,
463,sel840,179320,q1c,N,3,
472,sel840,179725,q1c,N,3,
481,sel840,180114,q1c,N,3,
490,sel840,180523,q1c,N,3,
499,sel840,181157,q1c,N,3,
505,sel840,181372,q1c,N,3,
511,sel840,182190,q1c,N,3,
520,sel840,182605,q1c,N,3,
529,sel840,182809,q1c,N,3,
538,sel840,183621,q1c,N,3,
547,sel840,183817,q1c,N,3,
556,sel840,184803,q1c,N,3,
4,sel847,150294,q1c,N,1,
12,sel847,150595,q1c,N,1,
20,sel847,150899,q1c,N,1,
28,sel847,151195,q1c,N,1,
36,sel847,151498,q1c,N,1,
44,sel847,151794,q1c,N,1,
52,sel847,152085,q1c,N,1,
60,sel847,152383,q1c,N,1,
68,sel847,152677,q1c,N,1,
76,sel847,152966,q1c,N,1,
84,sel847,153261,q1c,N,1,
92,sel847,154326,q1c,N,1,
100,sel847,154617,q1c,N,1,
108,sel847,154904,q1c,N,1,
116,sel847,155183,q1c,N,1,
124,sel847,155468,q1c,N,1,
132,sel847,155760,q1c,N,1,
140,sel847,156037,q1c,N,1,
148,sel847,156308,q1c,N,1,
156,sel847,156584,q1c,N,1,
164,sel847,157650,q1c,N,1,
172,sel847,157931,q1c,N,1,
180,sel847,158216,q1c,N,1,
188,sel847,158496,q1c,N,1,
196,sel847,158798,q1c,N,1,
204,sel847,159101,q1c,N,1,
212,sel847,159402,q1c,N,1,
220,sel847,159709,q1c,N,1,
228,sel847,160009,q1c,N,1,
236,sel847,160309,q1c,N,1,
244,sel847,197087,q1c,N,2,
252,sel847,212458,q1c,N,2,
260,sel847,212742,q1c,N,2,
4,sel853,150287,q1c,N,1,
12,sel853,150490,q1c,N,1,
20,sel853,150693,q1c,N,1,
28,sel853,150894,q1c,N,1,
36,sel853,151096,q1c,N,1,
44,sel853,151299,q1c,N,1,
52,sel853,151507,q1c,N,1,
60,sel853,151703,q1c,N,1,
68,sel853,151903,q1c,N,1,
76,sel853,152106,q1c,N,1,
84,sel853,152312,q1c,N,1,
92,sel853,152519,q1c,N,1,
100,sel853,152723,q1c,N,1,
108,sel853,152927,q1c,N,1,
116,sel853,153132,q1c,N,1,
124,sel853,153331,q1c,N,1,
132,sel853,153533,q1c,N,1,
140,sel853,153733,q1c,N,1,
148,sel853,153937,q1c,N,1,
156,sel853,154144,q1c,N,1,
164,sel853,154348,q1c,N,1,
172,sel853,154552,q1c,N,1,
180,sel853,154747,q1c,N,1,
188,sel853,154951,q1c,N,1,
196,sel853,155155,q1c,N,1,
204,sel853,155358,q1c,N,1,
212,sel853,155561,q1c,N,1,
220,sel853,155770,q1c,N,1,
228,sel853,155978,q1c,N,1,
236,sel853,156177,q1c,N,1,
4,sel871,150452,q1c,N,2,
12,sel871,150698,q1c,N,4,
20,sel871,150940,q1c,N,2,
28,sel871,151176,q1c,N,4,
36,sel871,151417,q1c,N,2,
44,sel871,151660,q1c,N,2,
52,sel871,151898,q1c,N,4,
60,sel871,152141,q1c,N,4,
68,sel871,152388,q1c,N,2,
76,sel871,152633,q1c,N,2,
84,sel871,152876,q1c,N,4,
92,sel871,153118,q1c,N,4,
100,sel871,153362,q1c,N,2,
108,sel871,153617,q1c,N,2,
116,sel871,153873,q1c,N,2,
124,sel871,154133,q1c,N,4,
132,sel871,154390,q1c,N,4,
140,sel871,154645,q1c,N,2,
148,sel871,154895,q1c,N,2,
156,sel871,155145,q1c,N,2,
164,sel871,155394,q1c,N,2,
172,sel871,155643,q1c,N,2,
180,sel871,155891,q1c,N,2,
188,sel871,156140,q1c,N,4,
196,sel871,156394,q1c,N,2,
204,sel871,156642,q1c,N,4,
212,sel871,156891,q1c,N,4,
220,sel871,157137,q1c,N,2,
228,sel871,158102,q1c,N,2,
236,sel871,158332,q1c,N,4,
244,sel871,158564,q1c,N,4,
252,sel871,158804,q1c,N,2,
260,sel871,159038,q1c,N,2,
268,sel871,159270,q1c,N,4,
276,sel871,159503,q1c,N,4,
284,sel871,159743,q1c,N,2,
292,sel871,159981,q1c,N,2,
300,sel871,160218,q1c,N,2,
308,sel871,160446,q1c,N,4,
316,sel871,160682,q1c,N,2,
324,sel871,160925,q1c,N,4,
332,sel871,161167,q1c,N,2,
340,sel871,161402,q1c,N,2,
348,sel871,161641,q1c,N,2,
356,sel871,161875,q1c,N,2,
364,sel871,162113,q1c,N,4,
372,sel871,162365,q1c,N,2,
